tag,Question,Answer
user 399,Bagaimana saya bisa menemukan diri saya lagi?,"Jika Anda adalah tipe orang-menyenangkan atau penjaga alami, Anda dapat perlahan-lahan ""kehilangan diri sendiri"" dari waktu ke waktu jika Anda selalu merawat kebutuhan orang lain dan mengabaikan diri sendiri. Jika ini terdengar seperti pola yang akrab bagi Anda, ini mungkin terjadi tanpa Anda menyadarinya jika Anda dibesarkan dalam keluarga di mana Anda harus mengambil banyak kelonggaran. Mungkin orang tua Anda adalah pecandu atau mereka mungkin bahkan hanya bekerja sepanjang waktu dan Anda belajar untuk ""mengurus semuanya"" karena itulah yang harus Anda lakukan untuk membantu keluarga berjalan dengan lancar. Selama waktu, seseorang yang tumbuh dalam hal ini Jenis lingkungan belajar bahwa Anda menempatkan kebutuhan orang lain di atas kebutuhan Anda. Anda mungkin juga terjebak dalam jenis pola ini dalam hubungan intim juga; Jika Anda sepenuhnya menyerahkan diri kepada orang penting Anda dan Anda tidak menciptakan kehidupan untuk diri sendiri dengan minat Anda sendiri dan teman -teman yang mendukung, Anda berisiko kehilangan apa yang unik dan luar biasa tentang Anda. Jika Anda tumbuh dalam keluarga di mana Anda mempelajari peran ini karena kelangsungan hidup atau karena diperlukan untuk menjaga keluarga Anda, mudah untuk menciptakannya kembali dalam hubungan orang dewasa. Dalam kedua skenario, jika tidak ada kesadaran bahwa ini "" Pengorbanan diri dengan mengorbankan orang lain ""sedang terjadi, identitas Anda dibentuk di sekitar menjadi penjaga/enabler/orang-orang dan di ujung jalan yang dapat menyebabkan depresi, harga diri yang rendah, dan rasa diri yang membingungkan. Pada dasarnya, Anda menghabiskan begitu banyak waktu membantu orang lain sehingga Anda tidak meluangkan waktu untuk diri sendiri atau menciptakan kehidupan yang terpenuhi. Sebelum Anda menyadarinya, Anda telah menjalani kehidupan bagi orang lain, bukan diri Anda sendiri dan Anda tidak tahu siapa Anda. Mendukung orang yang dicintai dan teman -teman itu penting dan tentu saja mengagumkan, tetapi jika Anda selalu menjadi orang yang menyelamatkan, mereka yang mengandalkan Anda mulai memanfaatkan Anda dan mereka akan menyedot Anda kering jika Anda membiarkannya. Sebagai kesimpulan, belajar untuk menetapkan batasan dengan orang -orang dalam hidup Anda yang terlalu membutuhkan menjadi bagian yang sangat penting dari proses ketika Anda mulai menyadari bahwa Anda tidak bahagia dan tidak terpenuhi dalam hidup. Sepertinya Anda mungkin berada di persimpangan jalan itu sekarang. Ambil satu langkah kecil pada satu waktu. Identifikasi pelanggar terburuk dalam hidup Anda yang menghisap waktu dan energi, dan batasi kontak Anda dan/atau atur beberapa batasan yang kuat dengan orang-orang itu sehingga Anda dapat memfokuskan kembali dan melakukan beberapa pencarian jiwa. Sementara itu, terlibat dalam kegiatan yang menyenangkan dengan orang -orang yang Anda nikmati, serahkan diri Anda di luar di udara segar, tidur nyenyak, dan makan makanan bergizi!"
user 400,Bagaimana saya bisa berhenti mengalami depresi?,"Pertama temukan apa alasannya untuk merasa tertekan. Apakah Anda merasa tersesat, kesepian, tidak yakin tentang karier atau pendidikan atau pasangan. Identifikasi apa yang mengganggu Anda sejak mengetahui apa definisi masalah, membantu mengetahui cara menyelesaikannya. temukan jawaban. Jika Anda telah terluka secara emosional atau diabaikan dalam sejarah pribadi Anda maka mungkin beberapa situasi dalam kehidupan Anda saat ini mengingatkan Anda tentang rasa sakit awal ini. Lembut, penuh kasih dan baik hati kepada diri sendiri saat Anda mendengarkan apa yang menyakitkan, mengganggu atau membuat Anda frustrasi . Sangat sering jalan baru muncul begitu orang tersebut menerima sepenuhnya fakta rasa sakit dan rasa tidak aman mereka sendiri."
user 401,Apakah berharap saya tidak terlahir sebagai tanda sesuatu yang lebih dalam?,"Kedengarannya seperti tanda ketidakbahagiaan yang luar biasa, atau kesedihan, atau rasa tidak aman. Cara sebenarnya Anda akan mencari tahu apa perasaan ini adalah dengan bertanya pada diri sendiri pertanyaan Anda sendiri. Di dalam diri Anda adalah satu -satunya yang akan merasakan ketika Anda menemukan jawaban yang sebenarnya untuk pertanyaan Anda. Semua orang merasakan sejumlah ketidakpuasan dalam hidup mereka sesekali. Itu normal untuk tidak merasa sepenuhnya bahagia sepanjang waktu. Cobalah untuk menerima ketidakbahagiaan Anda sebagai motivasi untuk mempelajari lebih lanjut tentang siapa Anda, apa yang Anda sukai, siapa yang Anda sukai. Studi diri Anda sendiri dengan cara ini Anda meningkatkan kesempatan untuk menemukan jalan yang terasa benar dan bahagia."
user 402,Apakah normal untuk mengambil peran orang tua dan merasa sangat terluka dan hancur saat remaja?,"Setiap orang menangani diri mereka sendiri secara berbeda dalam situasi apa pun. Karena Anda bersedia berbicara tentang bagaimana perasaan Anda, terus mencari blog dan forum tentang topik apa pun yang paling Anda rasakan menggambarkan keadaan Anda saat ini. Ibu dan saudara perempuan Anda, meskipun mereka adalah keluarga yang tampaknya lebih disukai keluarga Metode yang berlawanan dengan Anda. Temukan jalur Anda sendiri yang mendukung orang lain dan mungkin seorang terapis. Cara ini Anda akan memiliki pemahaman dan validasi yang tidak ingin diberikan oleh ibu dan saudari Anda sekarang."
user 403,Adakah yang bisa saya lakukan tentang depresi dan kecemasan saya?,"Terima kasih telah mengajukan pertanyaan penting ini. Saya menemukan bahwa ada tiga langkah untuk bersiap -siap untuk perawatan. Langkah satu menyatakan minat dalam keinginan untuk menerima pengobatan untuk hasil perubahan perilaku positif. Selamat, Anda melakukan langkah pertama! Anda menunjukkan kesiapan Anda untuk memulai konseling dengan mengajukan pertanyaan ini. Langkah kedua adalah menemukan penasihat yang berspesialisasi dalam memperlakukan klien dengan kecemasan dan depresi. Orientasi terapeutik yang saya temukan bermanfaat dalam merawat klien dengan kecemasan dan depresi adalah kombinasi dari terapi perilaku kognitif dengan perhatian, dan terapi singkat yang berfokus pada solusi. Menerima meditasi untuk gejala Anda jika bagian dari perawatan, dan bagian lainnya menerima konseling untuk meningkatkan ketahanan Anda untuk peristiwa di masa depan. Penelitian telah menemukan bahwa pengobatan dan perawatan psikoterapi bersama -sama menunjukkan hasil yang paling efektif untuk depresi. Langkah ketiga adalah meningkatkan self-talk positif Anda untuk memotivasi diri Anda untuk menghadiri perawatan. Sebagai penasihat, kami menyadari kecemasan dan ketakutan yang terkait dengan berbicara dengan profesional baru untuk pertama kalinya. Namun, ingatkan diri Anda bahwa Anda melakukan ini untuk meningkatkan kesejahteraan Anda. Saya harap ini bermanfaat, dan semoga sukses dengan perjalanan perawatan Anda."
user 404,Apakah teman saya mengalami depresi?,"Pertama -tama, saya dapat mengatakan bahwa Anda benar -benar peduli dengan teman Anda dan saya pikir sangat bagus bahwa Anda menjangkau dengan perhatian Anda. Sulit untuk menentukan apakah teman Anda akan memenuhi kriteria untuk diagnosis resmi depresi tanpa bekerja dengannya, namun, apakah dia melakukannya atau tidak, terapi mungkin bermanfaat baginya dalam mengatasi perasaan sulit ini dan tantangan relasional. Sayangnya, Anda tidak dapat membuat teman Anda mendapatkan bantuan. Dia pada akhirnya perlu membuat keputusan itu untuk dirinya sendiri, namun, Anda dapat berbicara dengannya tentang kekhawatiran Anda dan harapan Anda bahwa dia akan mencari bantuan."
user 406,"Saya memiliki semburan depresi, kecemasan, dan perlu perubahan yang panjang - terus -menerus?","Salah satu cara untuk mengenal diri sendiri sedikit lebih baik dan mengapa dinamika yang Anda gambarkan terjadi, adalah dengan memahami dinamika khusus dari konteks hidup Anda. Lihat di bidang utama Anda di mana Anda menghabiskan waktu, apakah Anda senang dengan orang -orang yang dengannya Anda Sosialisasi, bagaimana perasaan Anda terhadap anggota keluarga dan bagaimana perasaan mereka terhadap Anda. Jika Anda memeriksa hubungan dan kehidupan Anda dengan cara ini maka Anda dapat mulai memperhatikan area di mana Anda memiliki kendali atau setidaknya mengatakan bagaimana hidup Anda berjalan. Jika Anda bersosialisasi di antara orang -orang yang tidak Anda sukai, memiliki pekerjaan yang tidak Anda sukai dan keluarga Anda menganiaya Anda dan Anda menganiaya mereka, misalnya, maka kecemasan dan depresi adalah hasil alami yang dapat dimengerti. Jika Anda membuat perbaikan dalam Anda Kehidupan dan hubungan, bahkan perbaikan kecil dan bahkan upaya dan niat untuk meningkat, Anda mungkin menemukan kecemasan dan depresi Anda menghilang. Orang biasanya merasa terburuk ketika mereka merasa kurang kendali dalam hidup mereka. Perhatikan cara Anda dapat mendapatkan kembali dan/atau memperkuat milikmu."
user 407,Bagaimana saya tahu jika saya depresi?,"Depresi memiliki banyak tanda dan gejala yang berbeda dan terlihat berbeda untuk setiap orang. Sering kali orang berpikir depresi lebih tentang perasaan ""sedih,"" tetapi depresi, pada kenyataannya, mengekspresikan dirinya melalui mudah marah (atau suasana hati yang buruk seperti yang Anda katakan) dan kurangnya energi. Menurut DSM-V (diagnostik dan statistik manual mental mental Gangguan), Depresi meliputi gejala-gejala berikut: -I yang tertekan dalam suasana hati yang dapat diserahkan pada suasana hati yang tidak dapat disusui atau kesenangan dalam kegiatan yang biasanya Anda ikuti atau nikmati perubahan berat badan yang signifikan atau perubahan dalam perubahan atau retardasi tidur (insomnia atau hypersomnia) -Psikomotor -Mengatan atau kehilangan dalam perasaan energi karena tidak berharga atau kemampuan yang berlebihan untuk berkonsentrasi atau keraguan-berpikir bunuh diri atau beredar berita besar adalah bahwa ada banyak cara untuk meningkatkan gejala depresi. Jika Anda siap untuk itu, mungkin tempat terbaik untuk memulai adalah dengan menemui dokter atau terapis yang dapat membantu menentukan seberapa parah depresi dan dapat menyarankan metode mengatasi depresi yang sesuai dengan gaya hidup, nilai, dan kemampuan Anda. Semoga beruntung!"
user 408,Apakah kemurungan saya hanya fase atau apakah saya membutuhkan bantuan?,"Terkadang cara untuk merasa bahagia adalah dengan menjawab semua pertanyaan yang baru saja Anda jelaskan. Tahun -tahun adalah pertama kalinya setiap dari kita mulai merasakan dan mengenali keunikan kita. Fakta bahwa Anda mengenali berbagai perasaan Anda, sama tidak nyamannya dengan yang kadang -kadang, itu sehat. Seharusnya sehat adalah bahwa Anda meminta pendapat terapis yang akan kenal ketika berbagai perasaan menunjukkan masalah biasa dari masalah biasa yang luar biasa . Satu jalan yang harus diambil adalah merenungkan topik yang Anda tulis di sini dan terutama untuk bertanya pada diri sendiri alasan Anda tentang bagaimana masalahnya dimulai dan apa yang diperlukan untuk diselesaikan. Apakah Anda memiliki masalah kepercayaan karena seseorang mematahkan kepercayaan Anda? Anda berhak untuk memperbaiki kepercayaan Anda oleh orang lain. Bahkan jika orang tersebut tidak pernah menawarkan ini kepada Anda, untuk mengetahui bahwa Anda layak dikembalikan ke utuh, dapat membantu Anda merasa lebih aman. Hal yang sama berlaku dengan topik, pengabaian, dan hubungan lainnya secara umum. Semakin Anda terus menghargai pemahaman unik Anda , harapan, dan standar, semakin besar kemungkinan Anda akan menciptakan hubungan yang tidak memiliki kualitas ini, dan Anda akan mengembalikan rasa harapan Anda bahwa orang lain mungkin memperlakukan Anda dengan cara yang adil dan baik."
user 409,Bagaimana cara mengatasi depresi saya?,"Cintai diri Anda lebih banyak dan manjakan diri Anda dengan baik, dengan empati dan belas kasih. Biasanya ketika orang merasa tertekan, mereka juga merasa kesepian dan terisolasi. Karena pada saat ini Anda tidak ingin memberi tahu siapa pun tentang perasaan Anda, yang mencakup kemungkinan bahwa beberapa orang yang Anda katakan akan menawarkan dukungan emosional kepada Anda, berikan ini kepada diri sendiri. Juga pertimbangkan untuk membuat tujuan pada akhirnya Memberitahu seseorang yang Anda yakin akan mengerti dan berempati, tentang depresi Anda. Ini akan membantu meringankan rasa malu, tidak layak, dan rasa bersalah yang meresap yang sering datang seiring dengan depresi. Memberi Anda keberuntungan!"
user 410,Bagaimana cara membuat diri saya bahagia tanpa seseorang yang membuat saya bahagia?,"Halo. Jadi, seseorang membuat Anda bahagia tetapi tidak ada lagi? Saya yakin itu terasa menghancurkan. Sebagai seorang penasihat, saya biasanya harus merenungkan pemikiran semacam ini karena cocok untuk menyarankan bahwa kebahagiaan berasal dari eksternal, daripada sisi internal kehidupan seseorang. Kebahagiaan terbentuk di dalam diri kita. Semua perangkap kebahagiaan eksternal biasanya cukup cepat, dan sementara. Bahkan hubungan untuk tidak bertahan selamanya. Jika kita sampai ke tempat di mana kita bergantung dan bergantung pada orang -orang di sekitar kita untuk menciptakan kebahagiaan dalam hidup kita, maka kita kehilangan kesempatan bagi kita untuk melakukannya sendiri. Kami sepenuhnya mampu menemukan cara untuk bahagia. Kadang -kadang ini mensyaratkan masalah -masalah yang menghambat kita dari mencapai tempat damai, atau resolusi untuk masalah tertentu. Apa yang akan saya tawarkan kepada Anda, adalah menemukan cara -cara di mana Anda dapat mengembangkan kebahagiaan untuk diri sendiri. Apa yang Anda sukai dari hidup Anda seperti sekarang? Apa yang dapat Anda lakukan untuk menciptakan perubahan dalam hidup Anda untuk meningkatkan kebahagiaan Anda? Pertanyaan -pertanyaan semacam ini bisa berharga bagi Anda saat Anda mencari cara untuk menjadikan kebahagiaan sebagai internal daripada peristiwa eksternal. Berkabung kehilangan hubungan sosial (dengan cara apa pun yang terjadi), adalah bagian dari proses berduka, tetapi itu tidak permanen. Ini adalah jalan menuju penyembuhan dan bergerak maju. Dari sini, Anda dapat mencari sumber kebahagiaan baru. Saya mendorong Anda untuk mengingat bahwa kebahagiaan tidak tergantung pada pengalaman eksternal yang Anda miliki di dunia. Kebahagiaan adalah ekspresi dari perasaan internal, sehingga akan menjadi sumber atau font emosi positif dari mana Anda benar -benar menggambar. Jika Anda kurang dalam kebahagiaan, maka penting untuk memeriksa mengapa itu terjadi, dan apa yang dapat Anda lakukan untuk mempromosikan perawatan diri. Mencari penasihat profesional juga bisa menjadi pilihan yang baik saat Anda bergerak melalui proses kesedihan/kehilangan dan memeriksa alasan kebahagiaan tidak dalam persediaan yang lebih besar. Saya berharap Anda bahagia setiap hari dalam hidup Anda."
user 411,Apakah ini depresi?,"Sulit untuk membuat diagnosis yang pasti namun saya akan mengatakan bahwa itu bisa dan atau kombinasi depresi, stres, PTSD, dll. Lebih banyak informasi latar belakang harus diperlukan. Satu hal yang akan saya katakan adalah bahwa Anda benar -benar perlu mencari bimbingan dari seorang profesional untuk mengatasi gejala -gejala ini. Jika apa yang Anda gambarkan sebagai hewan yang dikurung dilepaskan, semua tangisan, kesedihan, dan emosi yang dapat dikendalikan akan keluar. Itu tidak akan baik saat mereka melakukannya. Dapatkan bantuan sebelum mereka melakukannya .."
user 412,Bagaimana cara menangani figur orang tua yang telah menyakiti saya?,"Sepertinya Anda telah berpikir tentang bagaimana sakit masa lalu telah memengaruhi Anda, dan ketika Anda mencoba membicarakan rasa sakit ini dengan orang -orang dalam hidup Anda, Anda merasa tidak valid. Ini juga terdengar seperti konflik saat ini terus membuat Anda merasa terluka dan didevaluasi. Dalam bekerja dengan terapis, Anda mungkin bisa mendapatkan kejelasan tentang masa lalu Anda, siapa Anda, dan jenis batasan apa yang Anda inginkan dalam hubungan Anda, sehingga Anda dapat menjalani kehidupan yang lebih memuaskan bagi Anda."
user 413,Orang tua saya bercerai dan saya merasa tertekan,"Kedengarannya seperti waktu yang sulit dan normal untuk merasa sedih ketika keluarga Anda mengalami perceraian atau kesulitan lainnya. Ada perbedaan antara perasaan seperti kesedihan, keputusasaan, kesedihan, kesepian dan depresi. Kesedihan adalah kesedihan dan kadang -kadang kita harus melalui proses berduka atau lainnya, itu adalah reaksi normal terhadap peristiwa dalam hidup kita. Depresi, di sisi lain, lebih tentang terjebak. Menyelesaikan diri Anda dengan perawatan diri terdengar seperti respons yang sehat dan cara untuk memberi diri Anda dukungan. Sehingga bagian yang tidak nyaman tetapi sehat dari perasaan Anda, lakukan yang terbaik untuk menempatkan nama untuk itu dan berbagi dengan orang lain yang tepercaya. Anda akan menemukan kenyamanan. Bagian dari situasi Anda itulah depresi - merasa macet, tidak bisa keluar dari yang buruk, berkonsentrasi, perubahan dalam tidur dan makan, kehilangan kesenangan dalam hidup, kebersihan yang buruk, perasaan putus asa, itu berbeda. Langkah pertama, identifikasi gejala depresi Anda sendiri. Jika Anda memiliki pemikiran untuk menyakiti diri sendiri, beri tahu seseorang. Jika Anda tidak yakin, Anda dapat mencoba 800-lifenet atau jalur pendukung lainnya untuk mendapatkan umpan balik. Bantuan pertama untuk depresi meliputi: Perawatan harian dan makan, tidur yang baik dan makan, banyak olahraga-bahkan ketika Anda tidak merasa seperti Itu-bersosialisasi sehat, dan fokus berbicara kepada diri sendiri dengan cara yang positif. Jika Anda tidak dapat keluar dari depresi Anda, bekerja dengan seorang profesional untuk membuat tujuan jangka pendek dan mendapatkan dukungan. Anda juga dapat berbicara dengan dokter atau psikiater Anda tentang mencoba anti-depresi untuk memberi Anda sedikit pengangkatan saat Anda pergi melalui tambalan yang kasar."
